                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.64926,                  0.395,                 1.0542,                0.99878,                      1,                  0.995,                0.88039,                0.54866,                0.32031,                0.93151,                0.00472,                0.00472,                0.00472
                    162,                0.62363,                0.39806,                 1.0509,                0.99311,                0.97778,                0.99415,                0.85992,                0.58706,                0.33797,                 0.9602,               0.004687,               0.004687,               0.004687
                    163,                0.68748,                0.41729,                 1.0649,                0.97823,                0.99857,                0.99457,                0.89356,                0.55482,                0.31671,                0.94506,               0.004654,               0.004654,               0.004654
                    164,                 0.6708,                0.40047,                 1.0799,                0.99913,                      1,                  0.995,                0.88939,                0.53995,                0.28609,                0.92928,               0.004621,               0.004621,               0.004621
                    165,                0.68303,                0.41094,                  1.077,                      1,                0.99952,                  0.995,                 0.8674,                0.58492,                0.31427,                0.92806,               0.004588,               0.004588,               0.004588
                    166,                0.65411,                0.40767,                 1.0577,                      1,                0.99869,                  0.995,                0.87751,                0.60259,                0.31015,                0.95536,               0.004555,               0.004555,               0.004555
                    167,                0.64894,                0.42142,                  1.066,                0.97825,                0.99955,                0.99457,                0.86824,                 0.6186,                0.33306,                0.98136,               0.004522,               0.004522,               0.004522
                    168,                0.62285,                0.39082,                  1.044,                0.99818,                      1,                  0.995,                0.85211,                0.64808,                0.36515,                0.98241,               0.004489,               0.004489,               0.004489
                    169,                  0.647,                0.39446,                 1.0535,                0.97489,                      1,                0.99413,                0.86803,                0.59119,                0.33912,                 0.9613,               0.004456,               0.004456,               0.004456
                    170,                0.63486,                0.37813,                 1.0544,                      1,                0.99241,                  0.995,                 0.8741,                0.58385,                0.33195,                0.92514,               0.004423,               0.004423,               0.004423
                    171,                0.63247,                0.40794,                 1.0497,                      1,                0.97632,                0.99375,                0.87867,                0.60281,                0.30656,                0.95504,                0.00439,                0.00439,                0.00439
                    172,                0.64601,                0.41929,                  1.048,                      1,                0.95535,                0.98433,                0.85543,                0.67095,                0.34389,                0.98807,               0.004357,               0.004357,               0.004357
                    173,                0.59675,                0.37401,                 1.0242,                0.97824,                0.99896,                0.99413,                0.86177,                0.60893,                 0.3538,                0.96915,               0.004324,               0.004324,               0.004324
                    174,                0.63985,                0.38454,                 1.0546,                0.97823,                0.99861,                 0.9937,                0.86956,                0.58923,                0.35028,                0.94726,               0.004291,               0.004291,               0.004291
                    175,                0.66031,                0.40668,                 1.0715,                      1,                0.99864,                  0.995,                0.90777,                0.56587,                0.33821,                0.93248,               0.004258,               0.004258,               0.004258
                    176,                0.65636,                0.40972,                 1.0544,                0.99766,                      1,                  0.995,                0.89034,                 0.5776,                0.31399,                0.96012,               0.004225,               0.004225,               0.004225
                    177,                0.62364,                0.37729,                 1.0395,                0.99873,                      1,                  0.995,                0.89178,                0.60253,                0.30711,                0.94993,               0.004192,               0.004192,               0.004192
                    178,                0.63024,                 0.3862,                 1.0647,                0.99883,                      1,                  0.995,                 0.8874,                0.57945,                0.29743,                0.93788,               0.004159,               0.004159,               0.004159
                    179,                0.63329,                 0.3942,                 1.0549,                0.99956,                      1,                  0.995,                0.89886,                0.57374,                0.30042,                0.94356,               0.004126,               0.004126,               0.004126
                    180,                0.62219,                0.35546,                 1.0338,                0.99859,                      1,                  0.995,                0.89812,                 0.5369,                0.26561,                0.90042,               0.004093,               0.004093,               0.004093
                    181,                0.59303,                0.37511,                 1.0451,                0.97658,                      1,                0.99457,                0.90843,                0.53983,                0.28261,                0.89478,                0.00406,                0.00406,                0.00406
                    182,                0.61058,                0.38505,                 1.0199,                0.97732,                      1,                0.99457,                0.88953,                0.55858,                0.30157,                0.91031,               0.004027,               0.004027,               0.004027
                    183,                0.60146,                0.36969,                 1.0324,                      1,                0.99877,                  0.995,                0.89203,                 0.5578,                0.31812,                0.92624,               0.003994,               0.003994,               0.003994
                    184,                0.62394,                 0.3955,                 1.0377,                0.99841,                      1,                  0.995,                0.91364,                0.53135,                 0.3117,                0.89087,               0.003961,               0.003961,               0.003961
                    185,                 0.6221,                 0.3641,                 1.0525,                      1,                0.99991,                  0.995,                0.90974,                0.53418,                0.29992,                0.92251,               0.003928,               0.003928,               0.003928
                    186,                0.61076,                0.38228,                  1.036,                      1,                0.99851,                  0.995,                0.90299,                0.56454,                0.31547,                0.92192,               0.003895,               0.003895,               0.003895
                    187,                0.60956,                0.38991,                 1.0247,                      1,                0.99918,                  0.995,                0.90792,                0.52905,                0.28995,                0.90869,               0.003862,               0.003862,               0.003862
                    188,                0.62916,                0.38914,                 1.0457,                      1,                0.99886,                  0.995,                0.89031,                0.58125,                0.30904,                0.93383,               0.003829,               0.003829,               0.003829
                    189,                0.58335,                0.36575,                 1.0313,                      1,                0.99903,                  0.995,                0.88753,                0.58621,                0.32201,                0.92128,               0.003796,               0.003796,               0.003796
                    190,                0.62607,                0.38179,                 1.0447,                0.99956,                      1,                  0.995,                0.90181,                0.54533,                 0.3235,                0.89054,               0.003763,               0.003763,               0.003763
                    191,                0.61072,                0.38284,                 1.0411,                0.99917,                      1,                  0.995,                 0.9084,                0.51763,                0.28983,                0.89824,                0.00373,                0.00373,                0.00373
                    192,                0.60773,                 0.3734,                 1.0326,                0.99996,                      1,                  0.995,                0.90632,                0.53465,                0.27447,                0.91058,               0.003697,               0.003697,               0.003697
                    193,                0.60309,                 0.4047,                 1.0369,                      1,                0.99968,                  0.995,                 0.9044,                0.55255,                0.30252,                0.91237,               0.003664,               0.003664,               0.003664
                    194,                0.60458,                0.36931,                 1.0273,                0.99998,                      1,                  0.995,                0.89416,                0.58994,                0.30076,                0.94453,               0.003631,               0.003631,               0.003631
                    195,                0.59122,                0.35343,                 1.0142,                      1,                0.99873,                  0.995,                 0.8883,                 0.5882,                0.31807,                0.93886,               0.003598,               0.003598,               0.003598
                    196,                0.58676,                0.38529,                 1.0123,                      1,                0.99924,                  0.995,                0.89502,                0.52188,                0.29827,                0.91786,               0.003565,               0.003565,               0.003565
                    197,                0.59034,                0.36395,                 1.0374,                0.99103,                      1,                  0.995,                0.88972,                0.56737,                 0.3188,                0.94998,               0.003532,               0.003532,               0.003532
                    198,                0.55804,                0.35004,                0.99432,                0.97671,                      1,                0.99413,                0.87269,                0.59027,                0.33407,                0.93416,               0.003499,               0.003499,               0.003499
                    199,                  0.601,                 0.3764,                 1.0391,                0.97821,                 0.9978,                0.99413,                 0.8611,                0.65973,                0.35606,                0.99124,               0.003466,               0.003466,               0.003466
                    200,                0.59641,                 0.3679,                  1.033,                      1,                0.99827,                  0.995,                 0.8888,                0.54523,                0.29494,                0.92414,               0.003433,               0.003433,               0.003433
                    201,                0.57194,                0.34925,                 1.0089,                0.99878,                      1,                  0.995,                0.89201,                0.53066,                 0.2871,                0.92909,                 0.0034,                 0.0034,                 0.0034
                    202,                0.58213,                0.36896,                 1.0276,                0.99873,                      1,                  0.995,                0.88986,                0.56539,                0.29638,                0.95536,               0.003367,               0.003367,               0.003367
                    203,                0.56148,                0.35674,                 1.0202,                0.99807,                      1,                  0.995,                0.86544,                0.58058,                0.29585,                0.97558,               0.003334,               0.003334,               0.003334
                    204,                0.60475,                0.36418,                 1.0263,                0.99967,                      1,                  0.995,                0.86815,                 0.5853,                0.29947,                0.98622,               0.003301,               0.003301,               0.003301
                    205,                0.61526,                0.37941,                 1.0438,                0.99921,                      1,                  0.995,                0.89736,                  0.582,                0.28013,                0.96684,               0.003268,               0.003268,               0.003268
                    206,                 0.5653,                0.35964,                 1.0211,                0.99886,                      1,                  0.995,                0.89758,                0.54672,                0.28481,                 0.9487,               0.003235,               0.003235,               0.003235
                    207,                0.59558,                0.36991,                 1.0319,                0.99876,                      1,                  0.995,                0.90427,                0.54457,                 0.2713,                0.95169,               0.003202,               0.003202,               0.003202
                    208,                0.56139,                0.34591,                 1.0089,                0.99898,                      1,                  0.995,                0.88076,                0.56161,                0.27183,                0.95178,               0.003169,               0.003169,               0.003169
                    209,                0.58204,                0.37345,                 1.0278,                0.99881,                      1,                  0.995,                0.90618,                0.53782,                0.26626,                0.92694,               0.003136,               0.003136,               0.003136
                    210,                0.57294,                0.36258,                 1.0218,                0.99877,                      1,                  0.995,                0.89821,                0.54888,                0.27847,                0.93161,               0.003103,               0.003103,               0.003103
                    211,                 0.6047,                0.37913,                 1.0365,                0.99872,                      1,                  0.995,                0.90142,                0.51393,                0.27278,                0.89976,                0.00307,                0.00307,                0.00307
                    212,                0.56412,                 0.3583,                 1.0129,                0.99873,                      1,                  0.995,                 0.9032,                 0.5155,                0.28575,                0.89136,               0.003037,               0.003037,               0.003037
                    213,                0.56633,                0.36362,                 1.0135,                0.99926,                      1,                  0.995,                 0.8906,                0.55216,                0.28504,                0.94119,               0.003004,               0.003004,               0.003004
                    214,                0.54549,                0.35577,                 1.0112,                 0.9993,                      1,                  0.995,                0.86972,                0.57803,                0.28547,                0.97179,               0.002971,               0.002971,               0.002971
                    215,                0.56656,                0.37009,                 1.0112,                0.99984,                      1,                  0.995,                0.89232,                 0.5197,                 0.2665,                0.93914,               0.002938,               0.002938,               0.002938
                    216,                0.55079,                0.34034,                0.99646,                 0.9989,                      1,                  0.995,                0.89949,                0.51019,                0.26357,                0.91801,               0.002905,               0.002905,               0.002905
                    217,                0.53608,                0.35189,                0.99803,                0.99874,                      1,                  0.995,                0.89503,                0.52297,                0.26303,                0.94479,               0.002872,               0.002872,               0.002872
                    218,                0.54412,                0.34573,                 1.0072,                0.99875,                      1,                  0.995,                0.87699,                0.53513,                0.25834,                0.93129,               0.002839,               0.002839,               0.002839
                    219,                0.55675,                0.35893,                0.99738,                0.99874,                      1,                  0.995,                0.88062,                0.53017,                 0.2574,                0.92177,               0.002806,               0.002806,               0.002806
                    220,                0.54948,                0.35176,                 1.0226,                0.99875,                      1,                  0.995,                0.89342,                 0.5015,                0.25402,                0.89881,               0.002773,               0.002773,               0.002773
                    221,                0.56416,                0.35409,                 1.0078,                0.99875,                      1,                  0.995,                 0.8967,                0.50834,                0.25834,                0.91544,                0.00274,                0.00274,                0.00274
                    222,                0.54311,                0.34744,                 1.0024,                0.99874,                      1,                  0.995,                0.88556,                0.52256,                0.26255,                0.92374,               0.002707,               0.002707,               0.002707
                    223,                0.53793,                0.34215,                0.98511,                0.99878,                      1,                  0.995,                0.89516,                0.52652,                0.27145,                0.92441,               0.002674,               0.002674,               0.002674
                    224,                0.55523,                0.35212,                 1.0034,                0.99876,                      1,                  0.995,                0.89364,                 0.5282,                0.29167,                0.92406,               0.002641,               0.002641,               0.002641
                    225,                0.51714,                0.32949,                0.99659,                0.99875,                      1,                  0.995,                0.91348,                 0.4865,                0.27251,                 0.8891,               0.002608,               0.002608,               0.002608
                    226,                0.50991,                 0.3332,                0.98758,                0.99875,                      1,                  0.995,                0.90437,                 0.4815,                0.26474,                0.87709,               0.002575,               0.002575,               0.002575
                    227,                0.53307,                0.33769,                 1.0025,                0.99886,                      1,                  0.995,                 0.9014,                0.48397,                0.26653,                0.86787,               0.002542,               0.002542,               0.002542
                    228,                0.54032,                0.34746,                0.99804,                0.99886,                      1,                  0.995,                0.89891,                0.51215,                0.27753,                0.86807,               0.002509,               0.002509,               0.002509
                    229,                0.55201,                0.34856,                 1.0082,                0.99899,                      1,                  0.995,                0.90086,                0.51392,                0.26392,                0.89563,               0.002476,               0.002476,               0.002476
                    230,                0.51482,                0.31871,                0.97641,                0.99897,                      1,                  0.995,                0.92231,                0.49421,                0.24627,                0.89089,               0.002443,               0.002443,               0.002443
                    231,                0.54845,                0.33231,                 1.0103,                0.99881,                      1,                  0.995,                0.90105,                0.52386,                0.26225,                0.90074,                0.00241,                0.00241,                0.00241
                    232,                 0.5377,                0.34164,                 1.0148,                0.99877,                      1,                  0.995,                0.89462,                0.52819,                0.26993,                0.90868,               0.002377,               0.002377,               0.002377
                    233,                0.53248,                0.33396,                0.99965,                 0.9988,                      1,                  0.995,                0.89676,                0.51468,                0.26483,                  0.907,               0.002344,               0.002344,               0.002344
                    234,                0.52069,                0.33719,                0.98739,                0.99854,                      1,                  0.995,                0.90059,                0.51787,                0.26121,                0.92172,               0.002311,               0.002311,               0.002311
                    235,                0.52898,                 0.3261,                0.98208,                0.99877,                      1,                  0.995,                0.89613,                0.49653,                0.27313,                0.88884,               0.002278,               0.002278,               0.002278
                    236,                0.53018,                0.32969,                0.98953,                 0.9988,                      1,                  0.995,                0.90109,                0.50003,                0.26914,                0.88954,               0.002245,               0.002245,               0.002245
                    237,                 0.5136,                0.32964,                0.98736,                0.99874,                      1,                  0.995,                 0.9082,                0.49229,                0.26491,                  0.874,               0.002212,               0.002212,               0.002212
                    238,                 0.5107,                0.31297,                0.96911,                0.99876,                      1,                  0.995,                0.91513,                0.48146,                0.25684,                0.87216,               0.002179,               0.002179,               0.002179
                    239,                0.52166,                0.32658,                 1.0015,                0.99862,                      1,                  0.995,                0.88891,                0.53194,                 0.2771,                0.89051,               0.002146,               0.002146,               0.002146
                    240,                0.53912,                0.33859,                 1.0034,                0.99868,                      1,                  0.995,                0.88696,                0.52925,                0.26778,                0.89401,               0.002113,               0.002113,               0.002113
                    241,                0.51417,                0.32711,                0.97064,                0.99888,                      1,                  0.995,                0.89002,                0.49599,                0.25454,                0.87905,                0.00208,                0.00208,                0.00208
                    242,                0.51899,                0.32906,                0.99396,                0.99875,                      1,                  0.995,                0.91993,                0.48029,                0.24746,                0.87751,               0.002047,               0.002047,               0.002047
                    243,                 0.5104,                0.32032,                0.98818,                0.99878,                      1,                  0.995,                 0.9179,                0.48967,                0.26147,                0.87616,               0.002014,               0.002014,               0.002014
                    244,                0.51709,                0.30774,                0.98582,                0.99876,                      1,                  0.995,                0.90567,                0.49477,                0.25926,                0.88264,               0.001981,               0.001981,               0.001981
                    245,                0.50633,                0.32302,                0.99138,                0.99874,                      1,                  0.995,                0.92346,                 0.4647,                0.25146,                0.86746,               0.001948,               0.001948,               0.001948
                    246,                0.50208,                0.30545,                0.99529,                0.99872,                      1,                  0.995,                0.91546,                0.46387,                0.24461,                0.85885,               0.001915,               0.001915,               0.001915
                    247,                0.47785,                0.30781,                0.96459,                0.99873,                      1,                  0.995,                0.91339,                0.48322,                 0.2515,                0.87721,               0.001882,               0.001882,               0.001882
                    248,                0.50384,                0.33243,                0.99198,                0.99873,                      1,                  0.995,                0.89755,                0.50748,                0.26759,                0.88687,               0.001849,               0.001849,               0.001849
                    249,                0.50418,                0.30848,                0.97692,                0.99871,                      1,                  0.995,                0.89053,                 0.5108,                0.27128,                0.89338,               0.001816,               0.001816,               0.001816
                    250,                0.51084,                0.31872,                0.98956,                0.99867,                      1,                  0.995,                0.90683,                0.50656,                 0.2684,                 0.8929,               0.001783,               0.001783,               0.001783
                    251,                0.50503,                0.31654,                0.98046,                0.99874,                      1,                  0.995,                0.90725,                0.49224,                  0.271,                0.88414,                0.00175,                0.00175,                0.00175
                    252,                0.53087,                0.33259,                  1.007,                0.99871,                      1,                  0.995,                0.89645,                0.50132,                 0.2794,                0.88448,               0.001717,               0.001717,               0.001717
                    253,                0.49789,                0.32101,                0.97283,                0.99878,                      1,                  0.995,                0.89476,                0.49847,                0.27711,                0.88005,               0.001684,               0.001684,               0.001684
                    254,                0.47821,                 0.3048,                0.97249,                 0.9987,                      1,                  0.995,                0.90121,                0.47926,                0.26066,                0.88232,               0.001651,               0.001651,               0.001651
                    255,                0.50012,                0.31047,                0.98524,                0.99877,                      1,                  0.995,                0.91036,                0.47242,                0.26238,                0.88135,               0.001618,               0.001618,               0.001618
                    256,                0.46762,                0.29223,                0.96605,                0.99877,                      1,                  0.995,                0.91554,                0.45845,                 0.2529,                0.86954,               0.001585,               0.001585,               0.001585
                    257,                0.50224,                0.32884,                0.97615,                0.99864,                      1,                  0.995,                0.92607,                0.46531,                0.25203,                   0.87,               0.001552,               0.001552,               0.001552
                    258,                0.47783,                0.31047,                0.97983,                0.99869,                      1,                  0.995,                0.92476,                0.48434,                0.25202,                0.87512,               0.001519,               0.001519,               0.001519
                    259,                0.48001,                0.31002,                0.96073,                0.99874,                      1,                  0.995,                0.91191,                0.48311,                0.27061,                0.87905,               0.001486,               0.001486,               0.001486
                    260,                0.47048,                0.31129,                0.96026,                0.99865,                      1,                  0.995,                0.90773,                 0.4765,                0.26639,                0.87274,               0.001453,               0.001453,               0.001453
                    261,                0.46654,                0.28398,                0.96733,                0.99876,                      1,                  0.995,                0.91293,                0.46929,                0.24827,                0.87258,                0.00142,                0.00142,                0.00142
                    262,                0.48715,                0.29953,                0.97317,                0.99877,                      1,                  0.995,                0.93655,                0.44795,                0.24588,                0.86484,               0.001387,               0.001387,               0.001387
                    263,                0.47352,                0.30308,                0.97252,                0.99869,                      1,                  0.995,                0.93113,                0.44718,                0.24421,                0.86906,               0.001354,               0.001354,               0.001354
                    264,                0.45391,                0.28035,                0.94728,                0.99866,                      1,                  0.995,                 0.9257,                0.46629,                0.25905,                0.87075,               0.001321,               0.001321,               0.001321
                    265,                0.45131,                0.29215,                0.95962,                0.99865,                      1,                  0.995,                0.91241,                0.48458,                0.26807,                0.87444,               0.001288,               0.001288,               0.001288
                    266,                 0.5006,                0.32007,                0.98714,                0.99869,                      1,                  0.995,                0.91294,                0.48303,                0.26153,                0.89374,               0.001255,               0.001255,               0.001255
                    267,                0.46811,                 0.2996,                0.96661,                0.99874,                      1,                  0.995,                0.91978,                0.47887,                0.25346,                0.88519,               0.001222,               0.001222,               0.001222
                    268,                0.45656,                0.28873,                0.95963,                0.99876,                      1,                  0.995,                0.91631,                 0.4838,                0.25557,                0.87326,               0.001189,               0.001189,               0.001189
                    269,                0.49227,                 0.3076,                0.98063,                0.99879,                      1,                  0.995,                0.93466,                 0.4622,                0.25394,                0.86168,               0.001156,               0.001156,               0.001156
                    270,                0.45661,                0.29062,                0.95825,                0.99877,                      1,                  0.995,                0.92889,                0.46643,                0.24926,                 0.8689,               0.001123,               0.001123,               0.001123
                    271,                 0.4678,                0.30245,                0.97017,                0.99879,                      1,                  0.995,                0.92822,                0.45759,                0.24668,                0.87428,                0.00109,                0.00109,                0.00109
                    272,                0.48045,                0.31202,                 0.9758,                0.99881,                      1,                  0.995,                0.92429,                0.46656,                 0.2525,                0.86163,               0.001057,               0.001057,               0.001057
                    273,                0.46323,                 0.2847,                0.95468,                 0.9988,                      1,                  0.995,                0.92102,                0.46962,                0.26053,                0.85994,               0.001024,               0.001024,               0.001024
                    274,                 0.4555,                0.28838,                0.95256,                0.99878,                      1,                  0.995,                0.91147,                 0.4854,                0.26206,                0.87441,               0.000991,               0.000991,               0.000991
                    275,                0.45631,                0.29429,                0.96328,                0.99877,                      1,                  0.995,                0.91172,                0.48299,                0.26122,                0.88731,               0.000958,               0.000958,               0.000958
                    276,                0.44613,                0.29589,                0.94692,                0.99878,                      1,                  0.995,                0.92053,                0.48464,                 0.2577,                0.88385,               0.000925,               0.000925,               0.000925
                    277,                 0.4334,                 0.3021,                0.95562,                0.99878,                      1,                  0.995,                0.92399,                 0.4774,                0.25175,                 0.8694,               0.000892,               0.000892,               0.000892
                    278,                0.46733,                0.29096,                  0.967,                0.99879,                      1,                  0.995,                0.92461,                0.48699,                0.24742,                0.87936,               0.000859,               0.000859,               0.000859
                    279,                0.45023,                0.29554,                0.96844,                0.99877,                      1,                  0.995,                0.91302,                0.50014,                0.25745,                0.89156,               0.000826,               0.000826,               0.000826
                    280,                 0.4702,                0.30458,                0.97362,                0.99879,                      1,                  0.995,                0.90297,                0.50825,                0.26839,                0.89326,               0.000793,               0.000793,               0.000793
                    281,                0.46869,                0.30685,                0.96578,                0.99881,                      1,                  0.995,                0.90072,                0.51231,                0.26833,                0.89352,                0.00076,                0.00076,                0.00076
                    282,                0.45796,                0.28967,                0.96765,                0.99883,                      1,                  0.995,                0.91626,                0.49574,                 0.2617,                0.88292,               0.000727,               0.000727,               0.000727
                    283,                0.42284,                0.27061,                0.95423,                0.99881,                      1,                  0.995,                0.91406,                0.48647,                0.25494,                0.87965,               0.000694,               0.000694,               0.000694
                    284,                0.43951,                0.29162,                0.96295,                0.99879,                      1,                  0.995,                0.91992,                 0.4782,                0.25596,                0.87425,               0.000661,               0.000661,               0.000661
                    285,                0.43794,                 0.2884,                0.95569,                0.99881,                      1,                  0.995,                0.91806,                0.48517,                0.25631,                0.88415,               0.000628,               0.000628,               0.000628
                    286,                0.43269,                0.28398,                0.96413,                0.99879,                      1,                  0.995,                0.92483,                0.48387,                0.26447,                0.88399,               0.000595,               0.000595,               0.000595
                    287,                0.43905,                0.27824,                0.96187,                0.99878,                      1,                  0.995,                0.92138,                0.49332,                 0.2691,                 0.8913,               0.000562,               0.000562,               0.000562
                    288,                0.42781,                0.28134,                0.95114,                0.99879,                      1,                  0.995,                0.92004,                0.49198,                 0.2658,                0.88982,               0.000529,               0.000529,               0.000529
                    289,                 0.4221,                0.28553,                0.96046,                0.99878,                      1,                  0.995,                0.92281,                0.49133,                0.27107,                0.88838,               0.000496,               0.000496,               0.000496
                    290,                0.41121,                0.27077,                0.98167,                0.99878,                      1,                  0.995,                0.90328,                0.50837,                0.27316,                0.89625,               0.000463,               0.000463,               0.000463
                    291,                0.48533,                0.32279,                 1.0188,                0.99879,                      1,                  0.995,                0.89422,                0.50726,                0.26267,                0.90164,                0.00043,                0.00043,                0.00043
                    292,                0.41789,                0.29111,                0.99835,                0.99878,                      1,                  0.995,                0.89948,                0.49109,                0.25145,                0.89199,               0.000397,               0.000397,               0.000397
                    293,                0.40545,                0.27396,                0.98409,                0.99878,                      1,                  0.995,                 0.9023,                0.48342,                0.24689,                0.88794,               0.000364,               0.000364,               0.000364
                    294,                0.41394,                0.26141,                0.98323,                0.99876,                      1,                  0.995,                0.90218,                0.48921,                0.25255,                0.89787,               0.000331,               0.000331,               0.000331
                    295,                0.38633,                0.25449,                0.98525,                0.99875,                      1,                  0.995,                0.89637,                0.49364,                0.25091,                 0.9039,               0.000298,               0.000298,               0.000298
                    296,                0.37357,                0.23645,                0.95055,                0.99875,                      1,                  0.995,                0.90311,                0.49189,                0.25097,                0.90054,               0.000265,               0.000265,               0.000265
                    297,                0.38452,                0.25919,                0.97731,                0.99876,                      1,                  0.995,                0.89192,                0.49652,                0.24881,                0.90139,               0.000232,               0.000232,               0.000232
                    298,                0.40289,                0.26865,                0.98773,                0.99879,                      1,                  0.995,                0.90144,                0.49142,                0.24804,                0.90176,               0.000199,               0.000199,               0.000199
                    299,                0.36909,                0.26363,                0.95003,                 0.9988,                      1,                  0.995,                0.90326,                0.48837,                0.24562,                0.90192,               0.000166,               0.000166,               0.000166
